"t"	"thtlc"	"el"	"ail"	"rdr"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
2.080000000000000e+00	0.000000000000000e+00	-3.834731374566393e-02	2.942186935575403e-01	-6.687275628851531e-02	5.986121304779097e+02	8.383899893506450e-03	4.568875671022589e-03	5.908312553226329e-01	-1.219687194270512e+00	-6.149046891282636e-01	-9.291316962681266e-01	3.605466766452201e-02	-2.212954964332148e-02	2.731627089875059e+02	-2.444858885595201e+02	2.472849592469129e+03	1.124372052688876e+00	5.734096056092229e-02	1.230170158346491e-01	-9.323063734510452e-03
2.090000000000000e+00	0.000000000000000e+00	-3.818718129033383e-02	2.672917645455421e-01	-6.396056312144885e-02	5.988755188542916e+02	8.389956512683601e-03	4.843658456205071e-03	5.811015192974388e-01	-1.219255396510097e+00	-6.149011673147521e-01	-1.014520685933980e+00	3.602831266293859e-02	-2.536363423779142e-02	2.747992235677813e+02	-2.456469107273735e+02	2.467208381156194e+03	1.113184363859284e+00	5.757444305785723e-02	1.250701837715276e-01	-1.072658724117233e-02
2.100000000000000e+00	0.000000000000000e+00	-3.800099326006809e-02	2.381554377723142e-01	-6.021697675427585e-02	5.991387751787672e+02	8.402818652792486e-03	5.135996047933397e-03	5.706914888297860e-01	-1.218808025085625e+00	-6.149815668133486e-01	-1.078108739933808e+00	3.599816915617610e-02	-2.786181075885942e-02	2.764387992550188e+02	-2.468077752148118e+02	2.461565231127548e+03	1.102107994350964e+00	5.782194077890815e-02	1.250530173682262e-01	-1.188082909910160e-02
2.110000000000000e+00	0.000000000000000e+00	-3.779575100515126e-02	2.090361037200517e-01	-5.607390319302609e-02	5.994018981388481e+02	8.421741443056794e-03	5.439622613241279e-03	5.598105348305359e-01	-1.218349797421156e+00	-6.151286419842088e-01	-1.121053328815083e+00	3.595683418557941e-02	-2.964009719849643e-02	2.780814373650532e+02	-2.479685373371398e+02	2.455920156652800e+03	1.091141836561891e+00	5.808204584905234e-02	1.234369481557009e-01	-1.279079490523323e-02
2.120000000000000e+00	0.000000000000000e+00	-3.757893284791088e-02	1.815273157081442e-01	-5.186411033484971e-02	5.996648865973308e+02	8.445767756401294e-03	5.748704908682459e-03	5.486528967940578e-01	-1.217885183178131e+00	-6.153254231576113e-01	-1.145585245760821e+00	3.589755204714149e-02	-3.075334788675420e-02	2.797271382776709e+02	-2.491292558280089e+02	2.450273172432944e+03	1.080284793908172e+00	5.835298585441326e-02	1.206679859255823e-01	-1.347560400777433e-02
2.130000000000000e+00	0.000000000000000e+00	-3.735700436783776e-02	1.566185856003562e-01	-4.781044405883601e-02	5.999277392843190e+02	8.473951444922965e-03	6.058599576437296e-03	5.373673711493133e-01	-1.217417812084982e+00	-6.155579692211824e-01	-1.154013579571124e+00	3.581531863838647e-02	-3.126533018404701e-02	2.813759033869351e+02	-2.502899882462079e+02	2.444624293216129e+03	1.069535780627078e+00	5.863303844640844e-02	1.170946268561463e-01	-1.395746473636576e-02
2.140000000000000e+00	0.000000000000000e+00	-3.713617907066128e-02	1.349049319609430e-01	-4.406708172144120e-02	6.001904550932771e+02	8.505255862275051e-03	6.365308518369592e-03	5.260794719158939e-01	-1.216950808666680e+00	-6.158136816005667e-01	-1.148894026389411e+00	3.570611518575118e-02	-3.125139876082464e-02	2.830277333528955e+02	-2.514507918786067e+02	2.438973533480777e+03	1.058893721761831e+00	5.892043114769523e-02	1.130168163123200e-01	-1.426274096650104e-02
2.150000000000000e+00	0.000000000000000e+00	-3.692265762346698e-02	1.166418034448816e-01	-4.073562291344125e-02	6.004530335166627e+02	8.538478479208344e-03	6.665073389948607e-03	5.149080590885881e-01	-1.216487099404392e+00	-6.160799356002639e-01	-1.133401562051200e+00	3.556689325789188e-02	-3.080895297846693e-02	2.846826259036444e+02	-2.526117253939872e+02	2.433320907137437e+03	1.048357553181685e+00	5.921330479913958e-02	1.087242169062478e-01	-1.442582274179204e-02
2.160000000000000e+00	0.000000000000000e+00	-3.672107644303221e-02	1.018121408263339e-01	-3.786105028977969e-02	6.007154740921857e+02	8.572535405448632e-03	6.955060573981527e-03	5.039375202977189e-01	-1.216028914007306e+00	-6.163467646671066e-01	-1.110316944553157e+00	3.539642297051993e-02	-3.002653097560753e-02	2.863405789106239e+02	-2.537728442536949e+02	2.427666427471952e+03	1.037926221268505e+00	5.951017645294050e-02	1.044292471292969e-01	-1.447775979855287e-02
2.170000000000000e+00	0.000000000000000e+00	-3.653448257191824e-02	9.024754243949097e-02	-3.545020069755774e-02	6.009777763280846e+02	8.606493865309072e-03	7.233313801400467e-03	4.932196626098699e-01	-1.215577785139803e+00	-6.166068827035710e-01	-1.081790515703571e+00	3.519508395854320e-02	-2.897543380698305e-02	2.880015906690256e+02	-2.549341997293466e+02	2.422010107026192e+03	1.027598682817493e+00	5.981001250264803e-02	1.002695729971776e-01	-1.444322222066803e-02
2.180000000000000e+00	0.000000000000000e+00	-3.636513997032632e-02	8.165165416785863e-02	-3.348410151022943e-02	6.012399400078145e+02	8.639486866509729e-03	7.498294780876912e-03	4.827919721218907e-01	-1.215134917735704e+00	-6.168541386370755e-01	-1.049841185042100e+00	3.496416482580735e-02	-2.772428027027493e-02	2.896656580394150e+02	-2.560958411791851e+02	2.416351957526058e+03	1.017373905030062e+00	6.011194292466794e-02	9.635074573367917e-02	-1.434587703801119e-02
2.190000000000000e+00	0.000000000000000e+00	-3.621435419333264e-02	7.553292198707817e-02	-3.190680280825550e-02	6.015019652742030e+02	8.670772120192712e-03	7.748950775889010e-03	4.726747191626850e-01	-1.214701199464322e+00	-6.170837434363832e-01	-1.016429245911810e+00	3.470597099681193e-02	-2.634194647261455e-02	2.913327762383815e+02	-2.572578162769691e+02	2.410691989862295e+03	1.007250865529135e+00	6.041519555308410e-02	9.274030775981967e-02	-1.420944426224586e-02
2.200000000000000e+00	0.000000000000000e+00	-3.608254569355572e-02	7.143275059631111e-02	-3.065955069916983e-02	6.017638522227172e+02	8.699762081232605e-03	7.984653884950623e-03	4.628732004968101e-01	-1.214277167613300e+00	-6.172924053109428e-01	-9.829725322497240e-01	3.442334028675882e-02	-2.488064405781693e-02	2.930029404306872e+02	-2.584201690626111e+02	2.405030214154770e+03	9.972285520038646e-01	6.071925416436419e-02	8.946946008020429e-02	-1.405155552223500e-02
2.210000000000000e+00	0.000000000000000e+00	-3.596943308180243e-02	6.897702287559009e-02	-2.969027466932830e-02	6.020256008775477e+02	8.726006389477937e-03	8.205097215371720e-03	4.533818595701671e-01	-1.213863070894383e+00	-6.174780391457071e-01	-9.503473379299118e-01	3.411941617533801e-02	-2.337536790631767e-02	2.946761456873061e+02	-2.595829400030978e+02	2.399366639753841e+03	9.873059621434094e-01	6.102384018295823e-02	8.654196747298418e-02	-1.388357244466206e-02
2.220000000000000e+00	0.000000000000000e+00	-3.587447365666954e-02	6.782592867785658e-02	-2.894982987160427e-02	6.022872113392252e+02	8.749131796543604e-03	8.410114016621431e-03	4.441913910765611e-01	-1.213459026822989e+00	-6.176390612384802e-01	-9.192267078469158e-01	3.379737356538443e-02	-2.185451901052803e-02	2.963523863391587e+02	-2.607461675077315e+02	2.393701275363536e+03	9.774821035657614e-01	6.132872407816788e-02	8.395174373501896e-02	-1.371448592747741e-02
2.230000000000000e+00	0.000000000000000e+00	-3.579654296794350e-02	6.752576158080024e-02	-2.836564073746470e-02	6.025486838907827e+02	8.768951088867345e-03	8.599922333606191e-03	4.352787238494308e-01	-1.213064946948079e+00	-6.177751519113749e-01	-8.901315914649378e-01	3.346062531376623e-02	-2.034315536794291e-02	2.980316556944860e+02	-2.619098879741451e+02	2.388034128960398e+03	9.677559940372857e-01	6.163359269356006e-02	8.166140072999324e-02	-1.355205288910224e-02
2.240000000000000e+00	0.000000000000000e+00	-3.573428612161875e-02	6.769709761320358e-02	-2.787398334470839e-02	6.028100187548571e+02	8.785366788273942e-03	8.774871674441168e-03	4.266172306934040e-01	-1.212680625606324e+00	-6.178865552973072e-01	-8.632886233071337e-01	3.311247150849084e-02	-1.885662689193671e-02	2.997139468219798e+02	-2.630741354109467e+02	2.382365207949290e+03	9.581266610407062e-01	6.193820066954982e-02	7.962350556301667e-02	-1.340052951337962e-02
2.250000000000000e+00	0.000000000000000e+00	-3.568649838610969e-02	6.809018025003417e-02	-2.743211797089578e-02	6.030712160820093e+02	8.798292719461955e-03	8.935234222267836e-03	4.181850840795622e-01	-1.212305857855536e+00	-6.179733807569493e-01	-8.387519173380089e-01	3.275582682800979e-02	-1.740355517484769e-02	3.013992524902353e+02	-2.642389420897885e+02	2.376694519282913e+03	9.485931415804340e-01	6.224234357334186e-02	7.779950552767836e-02	-1.326179518044967e-02
2.260000000000000e+00	0.000000000000000e+00	-3.565212519225083e-02	6.858492041244468e-02	-2.701828909334865e-02	6.033322759507256e+02	8.807654010003713e-03	9.081204835254030e-03	4.099652561454366e-01	-1.211940439474664e+00	-6.180356028787298e-01	-8.164030669634083e-01	3.239322054121859e-02	-1.598583348797734e-02	3.030875651677512e+02	-2.654043385453664e+02	2.371022069461802e+03	9.391544821825647e-01	6.254585789893062e-02	7.615972810604614e-02	-1.313535246674948e-02
2.270000000000000e+00	0.000000000000000e+00	-3.563016776135645e-02	6.908429049042869e-02	-2.661454173411193e-02	6.035931984953002e+02	8.813407582169084e-03	9.212987503724259e-03	4.019419358330044e-01	-1.211584150365043e+00	-6.180732354109811e-01	-7.960998671104790e-01	3.202696403431850e-02	-1.460426302076854e-02	3.047788768128143e+02	-2.665703541581698e+02	2.365347864590160e+03	9.298097388522600e-01	6.284854342201202e-02	7.467661445436206e-02	-1.302036030635683e-02
2.280000000000000e+00	0.000000000000000e+00	-3.561939855611927e-02	6.941592031288008e-02	-2.618810382868506e-02	6.038539839233771e+02	8.815623599823071e-03	9.331016578844345e-03	3.940915871726455e-01	-1.211236666550216e+00	-6.180870448990231e-01	-7.776404493362304e-01	3.165934086998726e-02	-1.325864548259879e-02	3.064731788855181e+02	-2.677370168886077e+02	2.359671910317965e+03	9.205579772428720e-01	6.315010193425294e-02	7.330507118843937e-02	-1.291562681882307e-02
2.290000000000000e+00	0.000000000000000e+00	-3.561870004317991e-02	6.951092766895496e-02	-2.572265573867807e-02	6.041146323427809e+02	8.814383438760356e-03	9.435684374159084e-03	3.863939381758049e-01	-1.210897659278383e+00	-6.180777682618223e-01	-7.606671809459997e-01	3.129231901697312e-02	-1.194285641298623e-02	3.081704627177276e+02	-2.689043530767706e+02	2.353994211914014e+03	9.113982723260612e-01	6.345027998347888e-02	7.200569331378041e-02	-1.281786849501175e-02
2.300000000000000e+00	0.000000000000000e+00	-3.562717316593218e-02	6.933679010434915e-02	-2.520982302293126e-02	6.043751439068554e+02	8.809735119877159e-03	9.527276115858407e-03	3.788344462485874e-01	-1.210566848350481e+00	-6.180457580553718e-01	-7.449055598086253e-01	3.092763669773810e-02	-1.065268145728237e-02	3.098707192897555e+02	-2.700723885103534e+02	2.348314774421383e+03	9.023297081014563e-01	6.374882012995928e-02	7.075174623228415e-02	-1.272457119924252e-02
2.310000000000000e+00	0.000000000000000e+00	-3.564413725775150e-02	6.889673824232494e-02	-2.464908487366191e-02	6.046355188153808e+02	8.801693274796463e-03	9.605970113764399e-03	3.714042905159801e-01	-1.210244002195325e+00	-6.179909822129723e-01	-7.301654517067042e-01	3.056680328149151e-02	-9.385859982176595e-03	3.115739392288605e+02	-2.712411484298394e+02	2.342633602658053e+03	8.933513775957718e-01	6.404546049836175e-02	6.952915749988736e-02	-1.263400599470425e-02
2.320000000000000e+00	0.000000000000000e+00	-3.566907385272931e-02	6.821876166902939e-02	-2.404543211020730e-02	6.048957573125691e+02	8.790254240112833e-03	9.671874765734978e-03	3.640988408249655e-01	-1.209928920489659e+00	-6.179131520841832e-01	-7.163208601506371e-01	3.021112940304473e-02	-8.141613482898177e-03	3.132801128392278e+02	-2.724106574336913e+02	2.336950701205272e+03	8.844623828443677e-01	6.433993262490699e-02	6.833306562220537e-02	-1.254505010576111e-02
2.330000000000000e+00	0.000000000000000e+00	-3.570126865271493e-02	6.730773087376941e-02	-2.339775784888940e-02	6.051558596300536e+02	8.775490982516324e-03	9.725262468503111e-03	3.569081238317223e-01	-1.209621317781861e+00	-6.178125601873347e-01	-7.031337324245730e-01	2.986190234512658e-02	-6.915983703678008e-03	3.149892303327793e+02	-2.735809386506721e+02	2.331266074298527e+03	8.756618349525014e-01	6.463196606787738e-02	6.714597132893307e-02	-1.245544597217703e-02
2.340000000000000e+00	0.000000000000000e+00	-3.574013753779943e-02	6.621203311825039e-02	-2.271299510209216e-02	6.054158259867974e+02	8.757457118115750e-03	9.766345806856522e-03	3.498259894243644e-01	-1.209320926988847e+00	-6.176893088369330e-01	-6.903733925940863e-01	2.952023402428979e-02	-5.704590195002661e-03	3.167012817187495e+02	-2.747520143337242e+02	2.325579725922163e+03	8.669488540627229e-01	6.492131671926274e-02	6.595840857042373e-02	-1.236284888395221e-02
2.350000000000000e+00	0.000000000000000e+00	-3.578517376343947e-02	6.497648766099454e-02	-2.199852763894322e-02	6.056756566554729e+02	8.736196255906045e-03	9.795307994284607e-03	3.428485191198564e-01	-1.209027495238132e+00	-6.175433678922049e-01	-6.778827320157160e-01	2.918713756334241e-02	-4.505129895039461e-03	3.184162568149605e+02	-2.759239062022861e+02	2.319891659882722e+03	8.583225689048947e-01	6.520774570985091e-02	6.476599379348329e-02	-1.226572552247576e-02
2.360000000000000e+00	0.000000000000000e+00	-3.583591693936156e-02	6.363393176330727e-02	-2.126055094212034e-02	6.059353519658250e+02	8.711750179972361e-03	9.812323195763832e-03	3.359731661944159e-01	-1.208740774984520e+00	-6.173746420528036e-01	-6.655723196757495e-01	2.886354652259907e-02	-3.317299996652549e-03	3.201341452621775e+02	-2.770966354160806e+02	2.314201879807300e+03	8.497821167615294e-01	6.549101674646397e-02	6.356752721556616e-02	-1.216332151868646e-02
2.370000000000000e+00	0.000000000000000e+00	-3.589195228578566e-02	6.220527813353820e-02	-2.050406685611406e-02	6.061949123040519e+02	8.684159144398292e-03	9.817557171936938e-03	3.291987274371339e-01	-1.208460523702556e+00	-6.171829735691158e-01	-6.534194015709169e-01	2.855031478587714e-02	-2.142767828691148e-03	3.218549365259403e+02	-2.782702225715338e+02	2.308510389143326e+03	8.413266434651340e-01	6.577089610907495e-02	6.236492521535541e-02	-1.205565033542801e-02
2.380000000000000e+00	0.000000000000000e+00	-3.595284556445164e-02	6.071401442574070e-02	-1.973398782951086e-02	6.064543380456656e+02	8.653484169943005e-03	9.811215787028612e-03	3.225232971968267e-01	-1.208186476864451e+00	-6.169683599187690e-01	-6.413701515840229e-01	2.824820976219114e-02	-9.821193411585253e-04	3.235786200520287e+02	-2.794446873168905e+02	2.302817191123418e+03	8.329553033125181e-01	6.604716404434466e-02	6.115813977131542e-02	-1.194237262038837e-02
2.390000000000000e+00	0.000000000000000e+00	-3.601817699134699e-02	5.920196032728964e-02	-1.895847530607319e-02	6.067136295561313e+02	8.619784605202099e-03	9.793496688616260e-03	3.159464670719225e-01	-1.207918363965420e+00	-6.167307810906331e-01	-6.293682934302415e-01	2.795793071974378e-02	1.644926504633447e-04	3.253051851993390e+02	-2.806200484103396e+02	2.297122288757902e+03	8.246672593810808e-01	6.631964079522470e-02	5.995007601105965e-02	-1.182304603095602e-02
2.400000000000000e+00	0.000000000000000e+00	-3.608755279377126e-02	5.770194397492396e-02	-1.818470186801900e-02	6.069727872332265e+02	8.583120059410750e-03	9.764595666340232e-03	3.094687078251745e-01	-1.207655916934199e+00	-6.164701947176218e-01	-6.174032902868196e-01	2.768011204475786e-02	1.295595144546388e-03	3.270346212623980e+02	-2.817963240252911e+02	2.291425684905196e+03	8.164616830303487e-01	6.658815906314632e-02	5.874563686143348e-02	-1.169775547698911e-02
2.410000000000000e+00	0.000000000000000e+00	-3.616057353499490e-02	5.623428911015976e-02	-1.741764170983741e-02	6.072318114884612e+02	8.543564795861545e-03	9.724738395430820e-03	3.030899136616149e-01	-1.207398857484012e+00	-6.161866618006701e-01	-6.054746249413852e-01	2.741531756223541e-02	2.409401625884381e-03	3.287669175565920e+02	-2.829735316485455e+02	2.285727382275373e+03	8.083377536820449e-01	6.685255711636807e-02	5.754835547262756e-02	-1.156673780947717e-02
2.420000000000000e+00	0.000000000000000e+00	-3.623683411425951e-02	5.480681507929101e-02	-1.666007063828868e-02	6.074907027470775e+02	8.501207731904476e-03	9.674180436708256e-03	2.968094022285560e-01	-1.207146897112567e+00	-6.158803467087353e-01	-5.935917997919515e-01	2.716404053595773e-02	3.503812065692573e-03	3.305020634181661e+02	-2.841516880802938e+02	2.280027383430166e+03	8.002946588200908e-01	6.711267878997583e-02	5.636039521817825e-02	-1.143038182054120e-02
2.430000000000000e+00	0.000000000000000e+00	-3.631592378628703e-02	5.341487365714314e-02	-1.591257160508417e-02	6.077494614479700e+02	8.456152430957646e-03	9.613207216856420e-03	2.906259149577263e-01	-1.206899737108601e+00	-6.155515171726919e-01	-5.817742593712379e-01	2.692670364984292e-02	4.576415613384129e-03	3.322400482044001e+02	-2.853308094340318e+02	2.274325690783003e+03	7.923315939898956e-01	6.736837350432226e-02	5.518255001087589e-02	-1.128922725659765e-02
2.440000000000000e+00	0.000000000000000e+00	-3.639744095213993e-02	5.206375217610210e-02	-1.517713101531528e-02	6.080080880026653e+02	8.408508332439090e-03	9.542113849240860e-03	2.845383195673138e-01	-1.206657074834950e+00	-6.152005041971971e-01	-5.700189450943244e-01	2.670365484841451e-02	5.625702297205975e-03	3.339808613628672e+02	-2.865109110810787e+02	2.268622306608654e+03	7.844477626031938e-01	6.761951324150409e-02	5.401557387913345e-02	-1.114352465893604e-02
2.450000000000000e+00	0.000000000000000e+00	-3.648100187418266e-02	5.076531338302103e-02	-1.445724391339211e-02	6.082665828202363e+02	8.358379874080061e-03	9.461183749670164e-03	2.785468780498030e-01	-1.206418611433767e+00	-6.148276027214706e-01	-5.583461461583665e-01	2.649518989343551e-02	6.649688952274784e-03	3.357244923449937e+02	-2.876920076845427e+02	2.262917233024318e+03	7.766423765106066e-01	6.786600563793964e-02	5.286315470107429e-02	-1.099374840125341e-02
2.460000000000000e+00	0.000000000000000e+00	-3.656622696413291e-02	4.951897231491888e-02	-1.375441198765145e-02	6.085249463229055e+02	8.305879491301127e-03	9.370719187281870e-03	2.726516709293316e-01	-1.206184045639000e+00	-6.144331706370053e-01	-5.467982377906908e-01	2.630154492558594e-02	7.645719217751755e-03	3.374709306703792e+02	-2.888741133102694e+02	2.257210472032296e+03	7.689146555148562e-01	6.810776757460883e-02	5.172855428422563e-02	-1.084065621981669e-02
2.470000000000000e+00	0.000000000000000e+00	-3.665274496180833e-02	4.832299873514422e-02	-1.306965215192274e-02	6.087831789146269e+02	8.251128113095120e-03	9.271041633397693e-03	2.668522930858208e-01	-1.205953074366833e+00	-6.140176560928549e-01	-5.354037796469350e-01	2.612288522532078e-02	8.611640349989659e-03	3.392201660185349e+02	-2.900572414107809e+02	2.251502025544562e+03	7.612638269335492e-01	6.834472599323325e-02	5.061376677583516e-02	-1.068485411525978e-02
2.480000000000000e+00	0.000000000000000e+00	-3.674019293512641e-02	4.717451713337556e-02	-1.240349654552839e-02	6.090412809810855e+02	8.194255162027143e-03	9.162491761523565e-03	2.611478537549775e-01	-1.205725392715687e+00	-6.135815974956345e-01	-5.241775158110519e-01	2.595930521286999e-02	9.545803222532484e-03	3.409721882288833e+02	-2.912414048252751e+02	2.245791895382768e+03	7.536891255991804e-01	6.857681789627613e-02	4.951951866287152e-02	-1.052679635258352e-02
2.490000000000000e+00	0.000000000000000e+00	-3.682821628010462e-02	4.606950672562100e-02	-1.175599253328337e-02	6.092992528896983e+02	8.135398554234560e-03	9.045429447349592e-03	2.555369765282919e-01	-1.205500693966220e+00	-6.131256235095195e-01	-5.131203747953058e-01	2.581082844823851e-02	1.044706232611579e-02	3.427269873007590e+02	-2.924266157796267e+02	2.240080083278237e+03	7.461897938591290e-01	6.880399034694239e-02	4.844526877202382e-02	-1.036678546115573e-02
2.500000000000000e+00	0.000000000000000e+00	-3.691646872086026e-02	4.500280145421860e-02	-1.112670270549559e-02	6.095570949896135e+02	8.074704699427015e-03	8.920233768750100e-03	2.500177993530403e-01	-1.205278669581329e+00	-6.126504530562471e-01	-5.022194695402763e-01	2.567740763120627e-02	1.131477576866636e-02	3.444845533934078e+02	-2.936128858863865e+02	2.234366590871974e+03	7.387650815756622e-01	6.902620046917855e-02	4.738920826970210e-02	-1.020497223471118e-02
2.510000000000000e+00	0.000000000000000e+00	-3.700462282957249e-02	4.397212736723231e-02	-1.051565442138896e-02	6.098148076137061e+02	8.012320267922772e-03	8.787282701498965e-03	2.445887123622330e-01	-1.205059016402209e+00	-6.121568231022309e-01	-4.914611337999211e-01	2.555893967853214e-02	1.214846252703062e-02	3.462448768143408e+02	-2.948002262472127e+02	2.228651419733342e+03	7.314142459844226e-01	6.924342115099127e-02	4.634996185590276e-02	-1.004148122734212e-02
2.520000000000000e+00	0.000000000000000e+00	-3.709238721742523e-02	4.298023632903682e-02	-9.924361901846965e-03	6.100723910945638e+02	7.948374937196091e-03	8.646921852404765e-03	2.392498463831167e-01	-1.204841450950369e+00	-6.116453622140730e-01	-4.808707599663122e-01	2.545530111496755e-02	1.294665816156952e-02	3.480079479890571e+02	-2.959886475665871e+02	2.222934571376098e+03	7.241365519448750e-01	6.945565713866254e-02	4.533003776918026e-02	-9.876836425463323e-03
2.530000000000000e+00	0.000000000000000e+00	-3.717946582807789e-02	4.201856993618892e-02	-9.351988444706187e-03	6.103298457566614e+02	7.883012264342817e-03	8.499543417183810e-03	2.340000738406041e-01	-1.204625683415084e+00	-6.111168720380487e-01	-4.704600545988824e-01	2.536629810184210e-02	1.370829139798958e-02	3.497737575472155e+02	-2.971781598213717e+02	2.217216047213325e+03	7.169312722467912e-01	6.966292024954539e-02	4.432894448846712e-02	-9.711453016178628e-03
2.540000000000000e+00	0.000000000000000e+00	-3.726558094156423e-02	4.108026296393964e-02	-8.797868238599005e-03	6.105871719074718e+02	7.816374998681295e-03	8.345540046229760e-03	2.288382380768596e-01	-1.204411431911547e+00	-6.105721794366281e-01	-4.602348846278009e-01	2.529169355030510e-02	1.443257181659416e-02	3.515422963347870e+02	-2.983687725820437e+02	2.211495848630541e+03	7.097976866493692e-01	6.986523310619400e-02	4.334602648016497e-02	-9.545668916330163e-03
2.550000000000000e+00	0.000000000000000e+00	-3.735047491729245e-02	4.016094290382381e-02	-8.261678221322009e-03	6.108443698373989e+02	7.748603824252166e-03	8.185301425572201e-03	2.237632650182738e-01	-1.204198423616117e+00	-6.100121248122770e-01	-4.501968308724678e-01	2.523120938579497e-02	1.511895190722574e-02	3.533135554129777e+02	-2.995604950321455e+02	2.205773976989583e+03	7.027350818398163e-01	7.006262983680620e-02	4.238072148948088e-02	-9.379758405798648e-03
2.560000000000000e+00	0.000000000000000e+00	-3.743391019404520e-02	3.925872996366058e-02	-7.743438079836299e-03	6.111014398197775e+02	7.679837359818391e-03	8.019214276876697e-03	2.187741631754657e-01	-1.203986394766325e+00	-6.094375621074567e-01	-4.403431880415168e-01	2.518452654803935e-02	1.576712706926559e-02	3.550875260582279e+02	-3.007533359682842e+02	2.200050433628603e+03	6.957427514333518e-01	7.025515607522331e-02	4.143256054042758e-02	-9.213932127503467e-03
2.570000000000000e+00	0.000000000000000e+00	-3.751566928997954e-02	3.837423706755296e-02	-7.243510250267230e-03	6.113583821108731e+02	7.610212158865227e-03	7.847662357444742e-03	2.138700236432809e-01	-1.203775090660866e+00	-6.088493588046243e-01	-4.306669647328134e-01	2.515128499105500e-02	1.637703561163407e-02	3.568641997622127e+02	-3.019473038001318e+02	2.194325219862068e+03	6.888199959732046e-01	7.044286896093024e-02	4.050116793582331e-02	-9.048337087402608e-03
2.580000000000000e+00	0.000000000000000e+00	-3.759555480262700e-02	3.751056985588804e-02	-6.762599917904558e-03	6.116151969498817e+02	7.539862709600238e-03	7.671026460213778e-03	2.090500201007924e-01	-1.203564265659608e+00	-6.082483959262328e-01	-4.211568834334551e-01	2.513108368314790e-02	1.694885875279047e-02	3.586435682318421e+02	-3.031424065504251e+02	2.188598336980763e+03	6.819661229306144e-01	7.062583713905546e-02	3.958626125729178e-02	-8.883056654492683e-03
2.590000000000000e+00	0.000000000000000e+00	-3.767339129970060e-02	3.667289193415048e-02	-6.301724778375133e-03	6.118718845603684e+02	7.468921184744016e-03	7.489681076181244e-03	2.043134634543457e-01	-1.203353683503280e+00	-6.076355554270916e-01	-4.118003019212966e-01	2.512348150168608e-02	1.748292254433566e-02	3.604256233808519e+02	-3.043386519015574e+02	2.182869786259228e+03	6.751804465704343e-01	7.080413825962364e-02	3.868780288206752e-02	-8.718143887465876e-03
2.600000000000000e+00	0.000000000000000e+00	-3.774903714917772e-02	3.585919120070710e-02	-5.861128593026235e-03	6.121284451761460e+02	7.397514078866354e-03	7.303970254196296e-03	1.996602191043052e-01	-1.203143120933636e+00	-6.070116157064307e-01	-4.026197040688712e-01	2.512801916071276e-02	1.797845447979766e-02	3.622103572531486e+02	-3.055360476096062e+02	2.177139569022006e+03	6.684622869107026e-01	7.097783752519117e-02	3.780724114640582e-02	-8.554053975481833e-03
2.610000000000000e+00	0.000000000000000e+00	-3.782232975856275e-02	3.506444179407232e-02	-5.440024027648086e-03	6.123848790243275e+02	7.325766007902650e-03	7.114295218239712e-03	1.950892513509201e-01	-1.202932361418630e+00	-6.063775654883350e-01	-3.936130231825285e-01	2.514422498937181e-02	1.843555343328659e-02	3.639977622372716e+02	-3.067346004114345e+02	2.171407686476265e+03	6.618109730178151e-01	7.114704868122722e-02	3.694360695133306e-02	-8.390983210941566e-03
2.620000000000000e+00	0.000000000000000e+00	-3.789311458190538e-02	3.428541610579289e-02	-5.037742480541510e-03	6.126411863208499e+02	7.253797760710541e-03	6.921063406325185e-03	1.905993623028926e-01	-1.202721198213126e+00	-6.057344348923086e-01	-3.847679093119525e-01	2.517161191153070e-02	1.885473184720196e-02	3.657878309821460e+02	-3.079343166350983e+02	2.165674139816681e+03	6.552258409101146e-01	7.131190141682074e-02	3.609544150358543e-02	-8.229001929885087e-03
2.630000000000000e+00	0.000000000000000e+00	-3.796125619837329e-02	3.351977794452657e-02	-4.653785280461972e-03	6.128973672748871e+02	7.181725190229585e-03	6.724669324671737e-03	1.861894955574865e-01	-1.202509435899632e+00	-6.050832264694739e-01	-3.760743754256725e-01	2.520967947486791e-02	1.923649496308710e-02	3.675805563540496e+02	-3.091352024503154e+02	2.159938930265960e+03	6.487062327918326e-01	7.147252784080074e-02	3.526161921228946e-02	-8.068194606884641e-03
2.640000000000000e+00	0.000000000000000e+00	-3.802663831225212e-02	3.276608253604195e-02	-4.287823686619415e-03	6.131534220888501e+02	7.109659213481231e-03	6.525494547703646e-03	1.818587362005262e-01	-1.202296890388300e+00	-6.044249152025711e-01	-3.675247974110605e-01	2.525791385087297e-02	1.958134082162932e-02	3.693759314366122e+02	-3.103372638684652e+02	2.154202059074836e+03	6.422514970530875e-01	7.162906248173630e-02	3.444134768896168e-02	-7.908659855044641e-03
2.650000000000000e+00	0.000000000000000e+00	-3.808916375294567e-02	3.202377652321856e-02	-3.939698888678450e-03	6.134093509583867e+02	7.037705811568853e-03	6.323907718050525e-03	1.776063108063977e-01	-1.202083388916920e+00	-6.037604485059586e-01	-3.591139140743339e-01	2.531578783484647e-02	1.988976026265975e-02	3.711739495308165e+02	-3.115405067425888e+02	2.148463527522071e+03	6.358609882698859e-01	7.178164228793651e-02	3.363416774750888e-02	-7.750510426001733e-03
